,GSM1276026,GSM1276027,GSM1276028,GSM1276029,GSM1276030,GSM1276031,GSM1276032,GSM1276033,GSM1276034,GSM1276035,GSM1276036,GSM1276037,GSM1276038,GSM1276039,GSM1276040,GSM1276041,GSM1276042,GSM1276043,GSM1276044,GSM1276045,GSM1276046,GSM1276047
NECAP2,6.94374,7.07265,6.99814,7.08026,6.97543,7.06747,7.00771,6.98851,7.08912,7.2232,7.03495,7.23188,7.30192,7.1234,7.34084,7.254,7.14008,7.24901,7.33489,7.16756,7.21459,7.11165
LOC100132147,3.70092,3.78529,3.61021,3.35688,3.57247,3.77715,3.72424,3.75076,3.99595,3.9301,3.63401,3.754,3.89103,3.88328,3.79684,3.81577,4.31426,3.73158,3.62076,3.75046,3.95729,3.7685
MST1P2,4.91192,4.92556,4.89431,4.84136,4.9342,4.82166,4.84783,4.84222,4.93698,4.98733,4.90173,4.76857,4.78217,4.92026,4.94315,4.76808,4.9236,4.97666,4.75897,4.81172,4.9222,5.03559
LOC729574,5.005915,5.105705,5.28364,4.93391,4.873865,5.038075,4.924195,4.66865,4.862525,4.76605,4.80112,4.8662,4.93034,4.665255,4.666115,4.6091,4.97472,4.674305,4.69125,5.002525,4.446365,4.8149
CROCC,5.51891,5.50139,5.55762,5.45527,5.55954,5.46361,5.47187,5.50309,5.46295,5.48756,5.51628,5.44215,5.5706,5.52639,5.51095,5.36707,5.45543,5.47653,5.46416,5.39351,5.53546,5.49224
LOC400743,4.10162,4.02043,4.0745,3.8953,4.01056,3.94364,3.90766,3.95779,3.97235,3.99993,4.01251,3.77919,3.90296,3.83491,3.91602,3.92394,3.8371,3.91123,3.76873,3.76803,3.65305,3.96745
PADI1,4.07072,4.05661,3.97252,3.8577,4.0403,3.94573,3.98041,3.92795,4.00334,4.03634,4.03035,3.8547,3.84583,3.90444,3.83975,3.84903,3.9242,3.86548,3.76278,3.77633,3.90577,3.97963
PADI3,4.46918,4.55689,4.32232,4.41577,4.50724,4.4841,4.25022,4.50352,4.4237,4.52455,4.37192,4.44673,4.34391,4.2584,4.29052,4.33421,4.44956,4.33356,4.28912,4.42704,4.34726,4.52582
PADI4,7.05038,7.38632,7.72247,7.42619,7.02026,7.269,7.41618,7.78629,7.46317,7.38988,6.6994,7.47101,7.02687,7.07479,7.57313,7.06941,7.50943,7.39963,7.29941,7.74193,7.00338,7.93744
PADI6,3.63001,3.77457,3.57413,3.63532,3.67496,3.70809,3.51294,3.63073,3.61179,3.64224,3.45999,3.55279,3.51708,3.51067,3.47733,3.37264,3.70825,3.43136,3.52058,3.4905,3.52838,3.604
ARHGEF10L,5.41388,5.45815,5.43893,5.39284,5.54018,5.40729,5.43551,5.47835,5.43328,5.50265,5.39539,5.34634,5.41527,5.2795,5.42892,5.28438,5.44768,5.44464,5.25829,5.42977,5.49816,5.56375
ACTL8,4.74978,4.54818,4.52017,4.41082,4.66359,4.79429,4.40549,4.66648,4.67385,4.47841,4.46508,4.39776,4.50384,4.23759,4.3755,4.52204,4.65657,4.27701,4.47967,4.33241,4.31687,4.68129
IGSF21,3.97171,3.95447,3.87771,3.88928,4.02635,3.88443,3.91523,3.89775,3.83409,3.90352,3.98049,3.88928,3.81482,3.88928,3.86142,3.72893,3.93622,3.89714,3.85369,3.80825,3.88686,3.86325
KLHDC7A,3.8309,3.72754,3.72081,3.64032,3.9934,3.6829,3.81854,4.22513,3.65385,3.68678,4.01504,3.67598,3.57762,3.56911,3.15562,3.64156,3.57339,3.63682,3.68487,3.67112,3.28134,4.14548
PAX7,4.4954,4.51586,4.50987,4.34651,4.65361,4.51134,4.44006,4.43678,4.44309,4.41804,4.41873,4.38657,4.4223,4.37758,4.40372,4.19138,4.34512,4.43447,4.33394,4.38099,4.4959,4.4818
MRTO4,4.91799,4.84151,4.89493,4.90068,4.94281,4.85923,4.83556,4.90293,4.71735,4.99022,4.74999,4.92585,5.17762,4.76706,5.03753,4.69554,4.8639,5.07086,4.93049,5.06706,4.98855,4.89452
PQLC2,5.63729,5.61901,5.60463,5.59559,5.59995,5.60908,5.62741,5.52405,5.54981,5.56619,5.6142,5.62172,5.64769,5.54685,5.5077,5.34038,5.59338,5.49888,5.65698,5.69948,5.59322,5.6343
LOC644083,6.37118,6.34512,6.15972,6.01897,6.00939,5.97288,5.6463,5.56557,6.10548,5.55887,6.11551,6.07428,5.64268,5.76504,5.39421,5.66829,5.62303,5.64001,5.44561,5.50321,5.51806,5.58471
MINOS1,4.80593,4.97275,5.0483,4.97353,5.00278,4.82079,4.9047,4.85914,5.03134,4.77421,5.04468,4.96544,4.90225,5.02375,4.8949,4.86022,4.9238,4.93789,4.95997,4.94396,4.84694,4.8977
NBL1,5.12229,5.19226,5.07182,5.12473,5.22978,4.95849,5.14857,5.16142,4.95928,5.17034,5.16332,5.17863,5.14407,5.05401,5.00364,5.065,5.10217,5.04992,4.94992,5.09701,5.28495,5.21691
HTR6,4.88035,4.66799,4.51209,4.61755,4.6241,4.86351,4.58566,4.31598,4.56661,4.46846,4.57073,4.35096,4.69411,4.34355,4.51045,4.55707,4.60847,4.72624,4.37354,4.50647,4.21335,4.50781
OTUD3,3.87921,4.16709,4.20581,4.06989,4.13828,3.97669,3.89738,3.82943,3.96398,4.0152,4.02809,3.94287,4.14513,4.07706,4.11612,4.08652,4.05789,4.33708,4.07302,4.29278,4.04566,3.92928
PLA2G5,4.0698,4.05531,3.85254,4.00201,4.05245,3.97935,4.03054,3.992,4.00479,3.9871,4.02887,3.96276,3.85429,3.94044,3.98286,3.94847,4.00274,4.0181,3.92701,3.89757,3.92619,4.13544
PLA2G2F,3.84232,3.74646,3.76352,3.74743,3.69756,3.62379,3.60335,3.70031,3.51687,3.82286,3.68401,3.54504,3.70702,3.82182,3.6746,3.55876,3.85451,3.51935,3.68009,3.47919,3.58696,3.76232
UBXN10,3.34173,3.67029,3.24363,3.27826,3.37302,3.51386,3.04855,3.43615,3.37268,3.31147,3.25378,3.2124,3.43503,3.28922,3.31331,2.90688,3.03777,3.65178,3.25395,3.36419,3.10562,3.21177
VWA5B1,4.34213,4.35987,4.4178,4.25145,4.4208,4.20785,4.32383,4.30776,4.30766,4.29479,4.27941,4.2514,4.24662,4.22829,4.26736,4.14473,4.21679,4.21757,4.18167,4.29411,4.24903,4.29531
FAM43B,3.63919,3.60155,3.77052,3.50771,3.44353,3.59516,3.43314,3.39733,3.22214,3.2446,3.46229,3.64381,3.72079,3.07286,3.58582,3.58124,3.74994,3.52449,3.65258,3.55234,3.59593,3.15242
CDA,6.86306,7.00533,7.70224,7.42858,7.17568,7.16567,7.23701,7.8215,7.59994,7.63427,6.76896,7.51193,7.15456,6.90657,7.86009,6.97662,7.64654,7.57073,7.09254,7.82747,7.281,7.7535
PINK1,6.5992,6.72966,6.65016,6.69732,6.49897,6.37769,6.45851,6.88018,6.88039,6.73776,6.66053,6.74321,6.76817,6.76311,7.0008,6.80858,7.0127,6.85482,6.45418,6.76668,6.70125,6.91477
NBPF3,5.05295,5.02683,5.03911,4.76728,4.96702,4.87601,4.72183,4.74504,4.85147,4.75995,4.93487,4.92912,4.96617,4.9718,4.81439,4.94977,4.69024,5.00336,4.87341,4.85368,4.86853,4.84135
ALPL,7.46431,7.90608,7.74495,7.88611,7.75359,7.88185,7.3449,8.94839,8.27812,8.43114,8.21579,8.09507,8.0461,7.69412,8.1935,8.24306,8.16969,8.20695,7.27495,7.87339,8.3728,8.41624
LDLRAD2,5.39001,5.34732,5.25021,5.24175,5.44105,5.17716,5.24436,5.3528,5.30225,5.28122,5.25598,5.20789,5.32072,5.36069,5.11755,5.26117,5.39587,5.06073,4.65075,5.12277,5.24505,5.36693
CELA3B,5.11452,5.07887,4.99141,4.97386,5.07362,4.91237,4.96864,4.88251,4.94006,4.99043,5.08729,4.94041,4.99925,4.93127,4.97972,4.8623,4.99068,4.98678,4.90442,4.95142,5.01468,5.07633
CDC42,7.6718,7.66745,7.81713,7.73429,7.63238,7.87833,7.72102,7.89368,7.79199,7.68117,7.72765,7.72895,7.69384,7.75732,7.67243,7.88782,7.75574,7.6227,7.85448,7.70368,7.65095,7.60874
ZBTB40,6.28349,6.33965,6.33276,6.20501,6.31246,6.28849,6.00293,5.70039,6.02406,6.00441,6.00647,6.0406,6.18337,6.11319,5.905,6.04615,5.66046,6.27855,6.07268,5.98697,5.87936,5.81214
EPHA8,4.92206,4.84831,4.84801,4.76749,4.90861,4.81155,4.71826,4.79606,4.83104,4.96035,4.83849,4.68927,4.84659,4.7679,4.84175,4.77332,4.86692,4.79989,4.67666,4.83571,4.84543,4.9068
C1QA,5.19933,5.48086,5.29926,5.31241,5.25045,5.24647,5.32616,5.42441,5.14563,5.38001,5.22758,5.15894,5.17678,5.21215,5.10499,5.06286,5.23841,5.16622,5.23418,5.06229,5.24798,5.33547
C1QC,4.47767,4.67042,4.59524,4.62921,4.39299,4.5623,4.79237,4.46666,4.49735,4.64442,4.51739,4.44712,4.63899,4.40561,4.5329,4.47445,4.55874,4.44793,4.57151,4.50852,4.38922,4.58895
C1QB,4.36966,4.39488,4.49631,4.41519,4.27708,4.45454,4.50785,4.82038,4.39423,4.66804,4.2869,4.15218,4.36367,4.2443,4.19772,4.12156,4.33403,4.3254,4.36086,4.08296,4.35819,4.40779
EPHB2,4.44931,4.43975,4.38819,4.28436,4.47048,4.44331,4.64351,4.33764,4.3162,4.57486,4.4847,4.40061,4.39501,4.38354,4.38617,4.4872,4.50626,4.36674,4.34822,4.4736,4.48423,4.46891
KDM1A,5.9056,5.76842,5.79126,5.90441,5.85751,5.85772,5.83556,5.72273,5.78091,5.86112,5.91424,6.02106,6.15648,6.06803,6.13839,6.01916,5.85165,6.193,6.37617,6.10861,6.02215,5.76729
C1orf213,3.81985,3.81256,3.77006,3.72136,3.78443,3.72915,3.74082,3.78419,3.76509,3.75319,3.82047,3.75919,3.62589,3.73133,3.65962,3.83558,3.73378,3.67084,3.76942,3.70014,3.72383,3.87943
MDS2,4.72236,4.59867,4.79871,4.59158,4.66595,4.56311,4.55185,4.55379,4.7243,4.54722,4.59429,4.62739,4.52133,4.71054,4.63217,4.54308,4.53378,4.6261,4.51879,4.62564,4.58254,4.68089
RPL11,6.48476,6.54644,6.63452,6.49134,6.40186,6.51776,6.41095,6.32186,6.29507,6.46303,6.48397,6.8574,6.78607,6.64712,6.72405,6.72901,6.55418,6.81344,7.04405,6.86595,6.76627,6.417
TCEB3,5.92897,6.02116,5.99234,6.04185,6.00364,6.05756,6.10766,6.13129,6.14152,6.14502,6.13864,6.0902,6.38034,6.25339,6.29438,6.1838,6.19004,6.25852,6.41913,6.32558,6.18804,5.96493
PITHD1,5.49874,5.23894,5.33892,5.45794,5.30324,5.61967,5.64953,5.38156,5.68179,5.72873,5.65548,5.73785,5.70238,5.92919,5.96924,6.12996,5.69261,5.88009,6.07363,5.81486,5.74861,5.63553
LOC388499,6.67373,6.73785,6.71019,6.73419,6.77416,6.72292,6.76712,6.75729,6.77203,6.85164,6.79174,6.76485,6.80246,6.79244,6.84223,6.73384,6.89383,6.80169,6.78317,6.79805,6.86268,6.81043
PNRC2,7.04681,6.87947,7.26048,7.25422,7.07536,7.21157,6.99239,7.34713,7.1488,7.34657,7.17013,7.4126,7.54714,7.23166,7.73697,7.40061,7.17992,7.65608,7.81748,7.5182,7.32751,7.32741
GRHL3,3.40002,3.34072,3.43476,3.22744,3.31209,3.28737,3.30036,3.38011,3.31349,3.26846,3.29192,3.21835,3.24109,3.29034,3.24083,3.28759,3.40125,3.2525,3.24745,3.21259,3.37191,3.43003
NIPAL3,5.21528,5.19436,5.28959,5.17153,5.35494,5.28557,5.22493,4.99291,5.18615,5.32641,5.20084,5.3653,5.44274,5.33496,5.34008,5.289,5.01265,5.48056,5.5713,5.35217,5.34018,5.19256
RCAN3,7.47389,7.35309,7.62488,7.31378,7.71231,7.62398,7.23526,7.23227,7.44402,7.5563,7.6418,7.99792,7.8681,7.72658,8.21163,7.52611,7.1941,7.76469,7.88504,8.04469,7.72941,7.41904
C1orf130,4.02624,3.93465,3.98784,3.9252,4.08577,4.12825,3.81409,3.97374,3.83197,3.8856,3.89984,3.89708,3.88845,3.89363,3.88997,3.70688,3.9018,3.82595,3.79124,3.87126,3.88507,4.02372
SRRM1,7.5142,7.34671,7.52057,7.48898,7.45965,7.81623,7.34968,7.53805,7.3627,7.27558,7.34889,7.62139,7.69057,7.64347,7.46422,7.58093,7.3178,7.47106,7.67249,7.6968,7.57237,7.27205
CLIC4,5.66775,5.24964,5.57034,5.93734,5.78709,6.08533,6.05405,5.72567,5.56687,6.06983,5.8847,5.76206,6.15283,5.70617,5.83758,6.39805,5.93252,5.84598,5.85636,5.93564,6.15312,5.78531
RHD,5.83958,5.67742,5.69694,5.75834,5.81728,5.38929,5.72962,5.60542,5.64628,5.78428,5.73773,5.63271,5.43273,5.37851,5.49552,5.67243,5.94105,5.67773,4.89964,5.39054,5.73232,5.70322
TMEM50A,9.72257,9.68491,9.89052,9.85443,9.78102,10.12328,9.81948,10.21666,9.95673,10.05403,9.71431,9.88939,9.94235,9.95908,10.02382,10.0977,10.01558,10.02235,10.17881,10.08132,9.96984,9.89687
TMEM57,5.40133,5.25947,5.40712,5.35046,5.34214,5.41528,5.24529,5.40072,5.34359,5.53313,5.52338,5.69167,5.69182,5.63034,5.71835,5.78502,5.4714,5.64276,5.88214,5.69433,5.59539,5.26193
LDLRAP1,6.6231,6.72881,6.8115,6.54343,7.13965,6.57537,6.55997,6.43645,6.72728,7.1978,6.86282,7.17208,7.27618,7.04327,7.19309,6.95305,6.72051,7.14314,6.9589,7.08857,7.16621,6.73371
MAN1C1,4.57296,4.63174,4.96072,4.63279,5.0187,4.81599,4.62318,4.65367,4.83528,4.97724,5.02137,5.33061,4.99178,5.30146,5.52708,4.79577,4.59445,5.13955,5.10727,5.28106,5.06932,4.92812
SEPN1,6.16791,6.18202,6.04169,6.34957,6.36772,6.34327,6.48554,6.21152,6.44248,6.6198,6.44721,6.60085,6.58979,6.48174,6.53153,6.46878,6.50913,6.50854,6.44848,6.48775,6.76367,6.51465
FAM54B,5.84827,5.80144,5.71403,5.8863,5.81365,5.75603,5.79944,5.70664,5.91764,6.07867,5.77035,5.83904,6.14586,5.82092,5.91526,5.86188,5.96953,5.88284,6.07095,5.94832,5.97077,5.85136
EXTL1,4.29899,4.24317,4.23199,4.09511,4.3273,4.08231,4.21798,4.22978,4.22642,4.18999,4.31581,4.04213,4.15414,4.19285,4.20905,4.02021,4.39283,4.15126,4.23979,4.19393,4.32196,4.41532
PDIK1L,4.55188,4.46114,4.57371,4.58228,4.54104,4.66693,4.55214,4.74067,4.45343,4.43155,4.5288,4.62518,4.59778,4.5759,4.60664,4.90505,4.65848,4.54262,4.58556,4.80332,4.58331,4.50081
FAM110D,3.88564,3.90099,4.07711,4.03039,4.04661,3.95954,4.04728,3.88471,4.16958,4.19509,4.14475,3.82629,4.14393,3.92544,4.05595,3.87216,4.3578,4.1376,3.98354,4.0158,3.96036,4.0774
ZNF593,5.19747,5.30759,5.06821,5.2311,5.19714,5.08015,5.25998,4.96061,5.16794,5.33031,5.13956,5.17594,5.26519,5.04972,5.33991,5.20817,5.3978,5.25754,5.12838,5.22518,5.39911,5.40836
CNKSR1,4.37984,4.48884,4.35113,4.33724,4.48199,4.35973,4.48947,4.27215,4.29532,4.40179,4.3781,4.38677,4.32094,4.28488,4.3355,4.20803,4.26794,4.29682,4.23228,4.42993,4.36822,4.43473
CATSPER4,3.19524,3.16266,3.10482,3.2042,3.20536,3.24417,3.09639,2.95737,3.00092,3.26781,3.17425,3.02698,3.08788,3.13717,3.14495,3.15569,3.24496,3.12162,3.08179,2.98405,3.03521,3.30869
CEP85,5.40006,5.38273,5.26785,5.42841,5.36146,5.32718,5.27585,5.35664,5.29165,5.39987,5.30272,5.35106,5.52758,5.38782,5.38674,5.22357,5.53099,5.34744,5.42857,5.51456,5.38687,5.26072
SH3BGRL3,6.70976,6.89755,6.89408,6.84749,6.92208,7.07425,6.94514,7.05758,7.06437,7.31538,7.03136,7.12635,7.22934,7.13439,7.06661,7.21836,7.12368,6.97577,7.01132,7.11477,7.19553,7.08771
CD52,7.52187,7.91018,7.8541,7.58787,7.65222,8.52729,7.94229,7.79885,7.75506,7.8604,8.00117,8.17374,8.2123,7.93459,7.88,8.16514,7.75204,8.08077,8.56804,8.04947,8.15523,7.94233
LIN28A,3.96288,4.1356,4.06958,3.97358,4.2038,4.02294,4.10165,3.93518,4.11962,4.11544,4.03822,4.02926,3.90009,3.99138,4.01573,3.90345,4.09052,4.09788,4.02425,4.10316,4.02844,3.94252
DHDDS,5.07068,5.13091,5.1474,5.10157,4.92948,5.04835,5.04598,5.00994,5.12311,5.1281,5.05135,4.96076,5.18345,5.0785,5.09191,5.11247,5.0988,5.20953,5.27455,5.09985,5.11372,5.04792
HMGN2,6.78236,6.92127,6.94096,6.85946,6.69314,7.00535,6.89763,7.23685,6.85809,6.70093,6.67325,7.12106,6.88076,6.89929,6.7641,6.97945,6.96334,6.81316,7.1448,7.26668,6.71538,6.89985
RPS6KA1,7.73692,7.97409,8.07464,8.0935,8.02778,8.18932,7.94628,8.54361,8.32448,8.4361,7.86963,8.17514,8.40749,8.16968,8.59621,8.29193,8.44724,8.39317,8.40071,8.40403,8.28643,8.46606
ARID1A,7.73022,7.7941,7.79081,7.80686,7.84799,7.83172,7.73323,7.71772,7.84772,7.84689,7.82069,7.86193,7.86533,7.92922,7.91319,7.93457,7.81069,7.84654,7.53559,7.75071,7.75091,7.7614
PIGV,5.15863,5.31323,5.1802,5.12853,5.23336,5.26438,5.21208,5.33931,5.30229,5.30781,5.22261,5.05979,5.15855,5.2317,5.39418,5.24551,5.34268,5.32359,5.16137,5.21928,5.21196,5.23217
ZDHHC18,8.80312,9.04189,9.12199,8.8691,8.83039,9.00605,8.8705,9.34959,9.23701,9.15645,8.87221,8.94977,8.76095,8.97387,9.19186,9.14437,9.09909,8.78213,8.5144,8.99459,8.93292,9.29753
SFN,5.71829,5.60354,5.37737,5.49441,5.59368,5.70229,5.82943,5.34317,5.69852,5.54193,5.51467,5.44332,5.24041,5.47919,5.54175,5.17385,5.51754,5.38985,5.27428,5.54771,5.38382,5.46387
NUDC,5.75172,5.88654,5.90071,6.00047,5.99013,5.96476,5.81955,6.13975,5.91805,6.12508,5.94587,6.09502,6.169,6.13635,6.31902,6.17941,6.21733,6.32572,6.49732,6.23875,6.14181,6.11178
TRNP1,4.80892,4.98841,5.1016,4.52375,4.78573,4.42378,4.64998,4.87941,5.00711,4.94046,4.78544,5.0869,4.80017,4.52375,5.12154,4.88889,5.02555,4.92696,4.64483,4.41217,5.01278,4.84912
WDTC1,6.97454,6.96336,6.94655,7.0244,6.98394,6.97012,7.05026,7.21699,7.2341,7.22949,7.00951,7.11065,7.15884,7.09861,7.42714,7.21439,7.47413,7.22872,7.15024,7.08801,7.13637,7.26888
TMEM222,5.61597,5.8018,5.78308,5.68652,5.75032,5.77122,5.69431,5.80485,5.85295,5.86339,5.70154,5.69916,5.90921,5.7738,5.91732,5.77469,5.83548,5.89882,5.59845,5.88205,5.77326,5.84415
SYTL1,6.07999,6.18712,6.01492,6.04704,6.12105,5.87685,5.96608,5.9387,6.06784,6.03507,6.04981,5.98474,6.07539,6.10216,6.0928,5.89956,6.05677,6.11371,6.02342,5.96821,6.06915,6.0414
GPR3,6.64338,6.71479,6.57584,6.61192,6.58986,6.38324,6.70824,6.40954,6.69284,6.6607,6.737,6.5291,6.55007,6.4745,6.48662,6.47793,6.61614,6.38262,6.59821,6.52527,6.66113,6.55368
FAM76A,5.67432,5.55546,5.57934,5.6385,5.55971,5.53884,5.64489,5.53467,5.57193,5.55551,5.58415,5.68672,5.75758,5.72784,5.65618,5.60786,5.59641,5.71931,5.70707,5.74073,5.64471,5.52057
STX12,5.98039,5.84679,6.10469,6.1484,5.98541,6.2051,6.16322,6.37689,6.17914,6.33524,6.18198,6.0977,6.30789,6.21431,6.40923,6.08752,6.29026,6.33155,6.36187,6.31942,6.27685,6.30367
PPP1R8,5.8397,5.99846,5.94487,6.08142,5.89479,6.03742,6.02682,6.08385,6.01715,6.09348,6.07667,6.1117,6.19394,6.22875,6.26621,6.1064,6.1451,6.28079,6.34135,6.24214,6.08351,5.97431
C1orf38,8.74329,8.48012,8.78092,8.85884,8.7146,9.19914,8.78342,9.16691,9.08797,9.1662,8.83158,8.82436,8.89102,8.80301,9.04826,8.9154,9.2078,8.86215,8.53641,8.92318,8.76619,8.95817
SMPDL3B,4.74369,4.75076,4.69706,4.70674,4.72731,4.73185,4.73216,4.84142,4.85597,4.947,4.93892,4.58222,4.83025,4.87231,4.79217,4.49922,5.02475,4.72762,4.36474,4.77512,4.60776,4.89201
XKR8,6.09157,5.96544,6.10962,6.05321,5.85387,6.25271,6.09603,6.4984,6.38804,6.53375,6.3726,6.19305,6.24033,6.48232,6.48568,6.36229,6.53828,6.38161,6.02311,6.08913,6.20316,6.34832
Q9P1E0_HUMAN,7.87767,7.92199,7.58794,7.91139,7.71141,7.16142,8.02542,7.49587,7.77804,7.75328,8.19007,8.07015,7.8965,8.21447,7.90695,7.78799,8.18612,8.0751,8.38027,7.78602,8.27869,8.10434
ATPIF1,5.11608,5.02059,5.23653,4.96286,4.68761,4.78167,4.97068,4.88968,4.93878,4.87698,4.92709,5.15775,5.08649,5.03408,5.0684,5.14915,5.20076,5.11081,5.22696,5.20913,4.93443,4.9003
SESN2,5.69416,5.84126,5.64558,5.7456,5.80175,5.83818,5.82279,5.87498,5.86681,5.92175,5.79171,5.90138,5.91018,5.92556,6.00296,5.99257,6.0497,6.00507,5.74647,5.76088,5.89009,5.94385
MED18,3.86098,3.98583,4.26477,3.97444,3.95949,4.26677,4.08099,4.34281,4.25538,4.39845,4.17106,4.28682,4.30518,4.36937,4.60371,4.25365,4.49311,4.36782,4.4252,4.53323,4.13752,4.34041
PHACTR4,5.75287,5.78506,5.76224,5.85409,5.83367,5.89609,5.89772,5.76676,5.83571,5.80735,5.90507,5.89643,6.09989,6.10473,5.96293,5.80752,5.78365,6.01557,6.0814,5.98517,5.98159,5.72912
RCC1,5.36896,5.46665,5.34439,5.33334,5.38252,5.3865,5.44085,5.37528,5.43013,5.51335,5.3787,5.37738,5.45845,5.41029,5.53536,5.37851,5.48351,5.48352,5.49382,5.53764,5.47563,5.43791
SNORA73A,8.15287,8.66635,8.87971,8.43575,8.48503,8.88109,8.55225,8.70755,8.909,8.57811,8.75183,8.90598,8.6536,8.48676,8.84346,8.7789,8.68131,8.74558,9.16948,8.76379,8.80441,8.95043
TRNAU1AP,4.83001,4.87476,4.6615,4.987,4.76363,4.70783,4.83506,4.68654,4.83005,4.85424,4.7747,4.78497,4.93877,4.93894,4.86759,4.70873,4.8284,5.09267,4.96914,4.87859,4.89334,4.80873
RAB42,4.55959,4.60525,4.52772,4.49228,4.62647,4.22145,4.37417,4.79134,4.59588,4.67901,4.62211,4.47836,4.56728,4.66361,4.78791,4.64896,4.63795,4.79891,4.16313,4.48038,4.62576,4.72963
GMEB1,6.2035,6.05251,6.25445,6.24939,6.22726,6.40509,6.21143,6.51757,6.2775,6.53874,6.19019,6.3733,6.50241,6.45697,6.4611,6.22075,6.43225,6.54186,6.65911,6.51459,6.37135,6.35871
YTHDF2,5.73488,5.87706,5.70532,5.76945,5.65787,5.71299,5.76306,5.67653,5.80838,5.84013,5.65165,5.99356,6.09235,6.12806,5.8903,5.89737,5.86795,6.04419,6.24728,6.13228,5.8803,5.77011
OPRD1,5.0407,4.86612,4.69147,4.76859,4.95595,4.80732,4.95972,4.67587,4.94198,4.71698,4.9649,4.78842,4.81021,4.8368,4.91498,4.91885,4.87505,4.81301,4.74066,4.79424,4.94367,4.66872
EPB41,7.8898,7.68001,7.87013,7.87022,7.93649,8.03032,7.71803,8.04976,8.03614,7.84532,7.90643,8.14767,8.10932,8.09104,8.22428,8.22616,7.90311,8.03164,8.06772,8.09465,7.86759,7.85726
PTPRU,4.68219,4.73799,4.70231,4.59399,4.73615,4.6612,4.61659,4.64998,4.61368,4.64236,4.73054,4.57664,4.57385,4.5367,4.66435,4.5247,4.58751,4.60416,4.56434,4.51819,4.6254,4.67877
LOC100129196,5.04011,5.20272,4.99782,4.96377,4.91904,4.8957,4.95795,4.70938,5.01951,5.01792,4.99483,5.01452,5.127,5.16054,5.02112,4.8735,5.11748,5.00806,5.01565,4.93214,5.15112,4.95419
Q9UI20_HUMAN,5.06582,4.99641,4.50028,4.9114,4.93616,3.92065,5.00576,3.89991,4.3685,4.44811,4.55176,3.94016,3.95378,4.40423,3.39425,4.24621,3.79854,4.27848,4.25593,4.39648,3.80661,4.66628
ZCCHC17,5.51673,5.48279,5.51304,5.51611,5.49215,5.39399,5.53157,5.57251,5.60592,5.64151,5.73995,5.5703,5.75568,5.68112,5.68239,5.77847,5.68493,5.92766,6.03681,5.6974,5.75465,5.56052
SERINC2,4.90367,4.9723,5.02854,5.00076,4.96865,5.0145,4.98944,5.06539,5.02356,5.29998,4.98438,4.82025,4.98633,5.18406,4.91293,4.91949,5.01472,4.97381,5.01291,4.95879,5.01746,5.08995
TINAGL1,4.19397,4.31429,4.1867,4.19298,4.26473,4.30943,4.15398,4.21725,4.15254,4.19866,4.1304,4.16889,4.12957,4.09798,4.1334,4.10626,4.10475,4.01781,4.09781,4.124,4.15082,4.15744
HCRTR1,5.07122,5.14782,5.05724,4.95906,5.08784,4.85362,5.01517,4.86041,4.9937,5.07504,4.9753,4.97846,5.04043,4.99176,4.9755,4.82598,5.05443,4.92883,5.01817,4.95304,5.09401,5.05851
KHDRBS1,6.46992,6.48266,6.44294,6.69559,6.4408,6.61721,6.58544,6.82362,6.65743,6.69184,6.56253,6.82663,6.8501,6.85759,6.84011,6.65431,6.73651,6.85968,7.07874,6.86183,6.7994,6.60617
TMEM39B,5.25051,5.32019,5.38145,5.31307,5.38184,5.34564,5.28626,5.36743,5.35869,5.54307,5.38974,5.43562,5.40474,5.31508,5.51218,5.47036,5.44404,5.39409,5.433,5.32356,5.49836,5.40718
KPNA6,6.80477,6.83373,6.97913,6.94208,6.84874,7.05188,7.01432,7.12905,7.0844,7.25016,7.01379,7.06041,7.28933,7.15378,7.29946,7.14375,7.14778,7.35428,7.40418,7.24971,7.04854,6.99745
TXLNA,5.66723,5.75387,5.74027,5.78121,5.71196,5.79248,5.87065,5.7451,5.67121,5.88098,5.86764,5.86184,6.0205,5.90569,6.05044,5.87662,5.83447,6.07836,6.11536,6.04015,5.90845,5.73569
CCDC28B,5.9366,5.87284,5.6065,5.81665,5.79767,5.66818,5.79512,5.71035,5.74501,5.65682,5.73553,5.77846,5.81145,5.70849,5.61492,5.32316,5.73318,5.69215,5.50555,5.73426,5.69901,5.71032
IQCC,5.69543,5.45579,5.0937,5.23205,5.32778,5.19406,5.18301,4.95083,5.23787,5.05299,5.19548,5.30351,5.1733,5.27442,5.16233,4.87742,5.15129,5.12113,5.00432,5.07669,5.1983,5.22272
EIF3I,6.15852,6.38321,6.30409,6.37846,6.3655,6.44868,6.63214,6.31513,6.41696,6.65776,6.54123,6.6567,6.7966,6.62166,6.71454,6.66769,6.6812,6.75314,6.87667,6.75081,6.71628,6.44802
FAM167B,4.46751,4.83946,4.75836,4.44895,4.68483,4.44062,4.58242,4.67446,4.56741,4.72116,4.49921,4.61638,4.59808,4.53941,4.53718,4.45079,4.52608,4.58558,4.42126,4.00963,4.60038,4.57622
LCK,6.85922,7.10149,6.8889,6.91093,7.18575,6.79415,6.96705,6.93452,6.83241,7.28652,7.03902,7.24685,7.46932,7.43499,7.45729,7.15765,6.89553,7.57203,7.85992,7.38726,7.38114,7.04399
